,id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
1724,1725,3,0,3,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,28,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2468,2469,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,27,0,0,0,0,0.5,0.0,0,1,1,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
3754,3755,3,1,3,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,28,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
2325,2326,2,0,6,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,36,0,0,0,1,0.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1
460,461,2,0,3,58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,25,26,0,0,2,0,0.75,0.2222222222,1,1,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
5163,5164,2,0,3,105,10,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,14,84,0,0,0,0,0.0476190476,0.3793103448,0,1,0,1,0,0.0476190476,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
4183,4184,3,1,2,63,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,37,19,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5526,5527,2,0,1,60,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,32,0,0,0,0,0.2941176471,0.0555555556,0,1,1,0,1,0.0588235294,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,0
4082,4083,3,1,5,62,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,41,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1486,1487,3,1,3,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,28,0,0,0,0,0.875,1.0,1,1,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,-1,1,-1,-1,1
3678,3679,2,1,3,68,0,0,0,0,0,0,0,0,0,18,1,1,0,0,1,0,19,42,0,0,0,0,0.9090909091,0.3043478261,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
282,283,3,1,6,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6579,6580,1,0,3,100,5,0,0,0,0,0,2,1,0,21,1,1,0,0,0,0,8,53,31,0,0,0,0.0,0.0434782609,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
4558,4559,4,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,35,0,0,1,1,1.0,0.5384615385,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,1
4308,4309,2,0,3,47,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1
6684,6685,1,0,2,70,8,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,15,48,0,0,0,0,0.1486486486,0.9888888889,1,1,1,0,0,0.0810810811,0,0,0,0,1,0,0,0,1,0,-1,1,-1,1,0
4865,4866,4,0,4,76,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,44,0,0,1,1,0.9333333333,1.0,0,1,0,0,0,0.0666666667,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
3537,3538,3,1,4,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,34,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,1,-1,1
3868,3869,2,0,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,1,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
7003,7004,3,1,2,122,12,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,18,97,0,0,0,0,0.0643274854,0.2315789474,0,1,0,0,0,0.0467836257,0,0,0,0,0,1,0,1,1,-1,1,1,0,1,0
2581,2582,2,0,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,9,0,0,0,0,0.0,1.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1
1368,1369,2,1,6,63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,37,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
9469,9470,2,1,3,45,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,15,0,0,0,0,0.5096153846,0.9787234043,1,1,0,0,0,0.0,0,0,0,0,0,1,0,1,1,1,-1,1,-1,0,0
8197,8198,2,0,2,65,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,8,50,0,0,0,0,0.085106383,0.0273972603,0,1,1,1,0,0.2730496454,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
597,598,3,0,3,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,41,0,0,0,0,0.5,0.0666666667,1,1,1,0,0,0.5,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
4351,4352,4,1,5,75,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,37,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6346,6347,1,0,2,81,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,66,0,0,0,0,0.3294117647,0.8181818182,1,0,0,0,0,0.0470588235,0,0,0,0,1,0,0,0,1,-1,-1,1,0,0,0
8976,8977,1,0,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,11,0,0,0,0,0.1860465116,0.5306122449,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
6379,6380,1,0,5,181,19,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,154,0,0,0,0,0.2558139535,0.5,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
4758,4759,1,0,4,73,0,0,0,0,0,0,1,0,0,29,1,1,0,0,0,0,15,42,8,0,0,0,0.0,1.0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,1,-1,1,1
646,647,2,0,2,44,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,16,21,0,0,1,0,0.0,0.0,0,1,1,0,0,0.962962963,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
6381,6382,1,0,3,190,14,0,0,0,1,2,4,3,0,10,1,0,0,0,1,0,19,8,155,0,0,0,0.0701754386,0.1780821918,0,1,1,1,1,0.0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,0
7527,7528,2,1,4,101,9,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,75,0,0,0,0,0.2666666667,0.2068965517,0,1,0,0,0,0.04,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
9697,9698,3,1,4,57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,30,0,0,0,0,0.0454545455,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
6023,6024,1,0,5,116,17,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,93,0,0,0,0,0.1739130435,0.6788990826,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
7954,7955,2,1,4,77,3,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,21,49,0,0,0,0,0.0,1.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0
7165,7166,3,1,6,126,0,0,0,0,1,0,1,0,0,23,1,1,0,0,0,0,15,59,44,0,0,0,0.0,0.125,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
3468,3469,2,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,8,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7797,7798,2,1,3,144,15,0,0,0,0,0,1,0,0,4,1,1,0,0,1,0,25,96,15,0,0,0,0.0876494024,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0
7697,7698,1,0,4,83,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,21,55,0,0,0,0,0.1553398058,0.5185185185,0,1,1,1,0,0.1165048544,0,1,0,0,0,1,0,0,1,-1,0,0,0,1,0
2990,2991,2,1,8,75,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,50,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
9407,9408,2,1,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,0.0050167224,0.9897959184,1,1,1,0,1,0.0050167224,0,0,0,0,1,1,0,0,1,1,-1,-1,-1,1,0
4875,4876,6,1,3,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,34,0,0,1,1,0.9230769231,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
2544,2545,5,1,4,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,27,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8595,8596,1,0,3,50,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,32,0,0,0,0,0.2352941176,0.2,0,1,0,0,0,0.0470588235,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
5341,5342,2,1,4,96,11,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,73,0,0,0,0,0.1860465116,0.9420289855,1,1,1,0,0,0.023255814,0,0,0,1,0,1,0,0,1,-1,-1,1,-1,1,0
1567,1568,2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,11,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9994,9995,2,1,3,58,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,16,28,6,0,0,0,0.0963855422,0.1443298969,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
4066,4067,5,4,5,129,1,0,0,0,0,0,0,0,0,15,1,1,0,1,1,0,41,81,0,0,2,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,1,1
3988,3989,2,0,7,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,57,0,0,0,0,0.9230769231,1.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1
7031,7032,2,1,4,62,0,0,0,0,1,0,0,0,0,7,1,1,0,0,1,0,22,33,0,0,0,0,0.1291925466,0.9952830189,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
2160,2161,2,0,4,108,2,0,0,0,4,0,2,1,0,1,1,0,0,0,0,0,11,41,48,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
685,686,2,1,4,47,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,22,18,0,0,0,0,0.0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
7602,7603,3,1,3,80,2,0,0,0,1,0,1,0,0,5,1,0,0,0,0,0,19,39,14,0,0,0,0.0111111111,0.2571428571,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
7784,7785,1,0,5,105,8,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,19,79,0,0,0,0,0.1428571429,0.4545454545,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
3243,3244,2,1,3,57,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,14,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5844,5845,2,0,2,61,0,0,0,0,3,0,0,0,0,3,1,1,0,0,1,0,11,43,0,0,0,0,0.1538461538,0.5714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
9219,9220,3,1,2,47,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,13,27,0,0,0,1,0.0192307692,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
2461,2462,4,1,5,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,36,0,0,0,0,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4083,4084,2,0,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,31,0,0,0,0,0.5,0.1818181818,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
2837,2838,2,0,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,22,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3697,3698,3,1,7,126,1,0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,14,105,0,0,0,1,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
7128,7129,2,0,2,79,0,0,0,0,0,0,4,0,0,7,1,1,0,0,1,0,9,16,46,0,0,0,0.0972222222,0.0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,0
6267,6268,2,0,2,138,0,0,0,0,0,0,7,6,0,14,1,0,0,0,0,0,12,31,87,0,0,0,0.1785714286,0.4545454545,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
4941,4942,2,1,6,95,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,35,53,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1,1
5946,5947,2,0,1,86,0,0,0,0,0,0,4,3,0,11,1,0,0,0,0,0,21,9,48,0,0,0,0.3493975904,0.1224489796,0,1,0,0,0,0.0120481928,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0
4583,4584,3,0,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,14,0,0,0,0,0.0,0.0666666667,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1
5784,5785,1,0,4,70,2,0,0,0,0,0,1,0,0,7,1,1,0,0,1,0,14,41,7,0,0,0,0.6034482759,0.3225806452,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4040,4041,3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2230,2231,3,1,5,80,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,22,51,0,0,0,0,0.0,0.2,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,-1,1
7569,7570,3,1,1,63,3,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,35,0,0,0,0,0.1496062992,0.625,0,1,0,0,0,0.0393700787,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0
935,936,4,0,3,50,0,0,0,1,0,0,0,0,0,15,1,1,1,0,0,0,15,28,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
2320,2321,2,0,2,37,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,16,0,0,0,0,0.0,0.0833333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4878,4879,3,1,2,41,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,20,0,0,0,0,0.0,0.0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
521,522,4,1,3,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
522,523,3,1,3,55,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,29,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
5345,5346,2,1,5,105,8,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,20,78,0,0,0,1,0.3205128205,0.0869565217,0,1,0,0,0,0.0641025641,0,0,0,0,1,0,0,0,1,-1,1,1,1,0,0
9876,9877,3,1,2,37,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,16,0,0,0,0,0.0891089109,0.2413793103,0,1,0,0,0,0.0693069307,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
3359,3360,4,1,3,77,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,34,36,0,0,1,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1,1
1311,1312,2,0,5,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,40,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3983,3984,2,1,4,72,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,33,32,0,0,0,0,0.1333333333,0.0,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
6494,6495,3,1,5,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,58,0,0,0,0,0.0454545455,1.0,1,1,0,0,0,0.125,0,0,0,0,1,0,0,0,1,-1,-1,1,-1,1,0
9560,9561,3,1,2,52,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,17,20,7,0,0,0,0.0363636364,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1716,1717,1,0,4,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,21,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
780,781,4,2,2,66,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,25,34,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0,0,-1,1,1,-1,1
8798,8799,1,0,2,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,15,0,0,0,0,0.0254237288,0.4210526316,0,1,0,0,0,0.0169491525,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
8231,8232,3,1,1,61,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,16,7,30,0,0,0,0.0416666667,0.0666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
5607,5608,3,1,2,67,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,22,38,0,0,0,0,0.1470588235,0.6666666667,0,1,0,0,0,0.0588235294,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
5978,5979,3,1,4,96,1,0,0,0,0,0,2,1,0,9,1,1,0,0,0,0,16,25,47,0,0,0,0.0285714286,0.2727272727,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
651,652,3,1,4,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,40,0,0,0,0,1.0,1.0,1,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,1
3747,3748,3,1,5,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,37,0,0,0,0,0.9090909091,0.3846153846,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1
2196,2197,5,1,3,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,36,0,0,0,1,0.9230769231,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
8418,8419,1,0,1,42,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,27,8,0,0,0,0,0.303030303,0.5,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
369,370,4,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,15,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9884,9885,2,1,2,54,0,0,0,0,1,0,0,0,0,10,1,1,0,0,0,0,16,31,0,0,0,0,0.0872093023,0.75,0,1,1,0,0,0.0174418605,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
8005,8006,5,2,6,61,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,21,33,0,0,0,0,0.1,0.0909090909,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4214,4215,2,0,2,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,16,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
377,378,5,0,4,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,38,3,0,1,1,0.9230769231,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
9446,9447,2,1,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,28,0,0,0,0,0.1061946903,0.1176470588,0,0,0,1,0,0.0796460177,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
2216,2217,3,1,6,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,36,3,0,1,1,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
8682,8683,1,0,2,50,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,25,0,0,0,0,0.2553191489,0.8880597015,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
1613,1614,1,0,2,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,9,0,0,0,0,0.9411764706,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
6979,6980,3,1,1,64,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,36,0,0,0,0,0.0,0.9838709677,1,1,1,0,1,0.015503876,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,0
7549,7550,2,1,4,174,20,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,15,152,0,0,0,1,0.1712707182,0.1886792453,0,0,0,1,0,0.0662983425,0,0,0,0,1,1,0,0,1,-1,1,0,0,1,0
1827,1828,2,0,3,166,1,0,0,0,7,0,2,2,0,25,1,1,0,0,1,0,19,52,87,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3632,3633,3,1,5,77,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,29,41,0,0,0,0,0.8461538462,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
962,963,3,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,15,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2993,2994,2,1,7,160,1,1,0,0,1,0,0,0,0,47,1,1,0,0,0,0,27,71,54,0,0,0,0.0,0.0,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,1
6606,6607,3,0,3,121,0,0,0,0,0,0,5,4,0,16,1,0,0,0,0,0,10,36,67,0,0,0,0.0769230769,0.0769230769,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
9672,9673,3,1,1,59,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,14,22,15,0,0,0,0.0303030303,0.125,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2376,2377,2,0,2,48,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,10,17,13,0,0,0,0.7435897436,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,1,-1,1,-1,-1,1
8880,8881,3,0,1,52,0,0,0,0,0,0,1,0,0,7,1,1,0,0,0,0,17,17,10,0,0,0,0.3606557377,0.9166666667,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,-1,1,-1,0,0
359,360,3,1,5,102,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,29,66,0,0,0,0,0.9230769231,1.0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,1
3839,3840,4,1,9,213,2,0,0,1,0,0,1,0,0,63,1,1,0,0,1,0,18,110,77,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
8184,8185,3,0,4,137,1,0,0,0,3,0,6,5,0,8,1,0,0,0,0,0,18,35,76,0,0,0,0.07,0.25,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0
1246,1247,3,0,4,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,29,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7504,7505,1,0,5,101,11,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,15,79,0,0,0,0,0.3495145631,0.3902439024,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0
8349,8350,1,0,4,36,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,16,0,0,0,0,0.3409090909,0.6666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
